participants,Round 0 - Deceptive Points,Round 0 - Find Brain Tumors,Round 0 - Latent Model Classification,Round 1 - The Defected Nuts,Round 1 - Autocorrect,Round 1 - Is that audio?,Round 2 - Essay Gap,Round 2 - Audio Demixing,Round 2 - Face Matching,Round 3 - Drawn Apart,Round 3 - Sound of Nature,Round 3 - Morty's Time Paradox,Round 4 - Sticky Note Blindness,Round 4 - Alchemy,Round 4 - Extreme Condensation,Round 5 - Watermark Removal,Round 5 - Lost Interpreter,Round 5 - Visual Relations,Round 6 - Classifier Classifier,Round 6 - Massive Problem,Round 6 - Nuclei Reconstruction,Round 7 - Polarity,Round 7 - Oriented Ship,Round 7 - Scientific Facts,Round 9 - Word Lookups,Round 9 - Buried Fault,Round 9 - Shuffled,Round 10 - What I Want and What I Don't,Round 10 - Inverse Translation,Round 10 - Moment Match
mikeloncaric,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0583,NaN,NaN,NaN,NaN
mmmhmmm,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mohamednimaga,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7842,0.1015,NaN,NaN,NaN,NaN
mohammedkhelifi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5376,NaN,0.545,NaN,NaN,NaN,NaN,NaN,NaN
morariutudor,NaN,NaN,NaN,0.0630,NaN,NaN,NaN,NaN,0.21125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moryadamadembele,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7842,NaN,NaN,NaN,NaN,NaN
moussaadamatoure,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0150,NaN,NaN,NaN
mrdeptrai,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
murtazaabdullah2010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3722.27946,42.0891,NaN,0.9793,0.0867,0.61832,0.5388,NaN,0.783,0.9468,NaN,0.0300,NaN,NaN,NaN
nabasaikia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
nairrahnawar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4646,NaN,NaN,0.0172,NaN,NaN,947.82963,NaN,0.0722,0.9189,0.2215,0.66050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
nawfeelrahman1124444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.84215,0.3200,NaN,NaN,NaN,NaN,0.0000,NaN,1.0000,0.4362,0.24365,0.7520,NaN,0.859,0.9280,0.1610,0.0827,0.6631,100.0000,0.5827
nehagopaljha,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6666,NaN,NaN
nguyendinhbach69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0000,0.3862,0.68756,NaN,0.1240,NaN,NaN,NaN,NaN,NaN,NaN,NaN
nikitakuznetsof,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1795,0.1801,0.26846,0.6150,0.1270,0.643,NaN,NaN,NaN,NaN,NaN,NaN
nilpotent1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.0455,0.5634
nina2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
nishansarker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
noemikr,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.31747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
oggseggs2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
payaldhokane,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.70303,0.2946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
phongtuanvu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0000,NaN,0.69072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
popu23,38.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
princekmandal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.87056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
prvsiyan,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9518,0.1439,0.0225,NaN,NaN,NaN
radugoga,31.267,NaN,NaN,0.7485,NaN,0.7551,0.85497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ratrave,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ritazzzzz,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6666,NaN,NaN
roczow,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8946,0.3903,NaN,NaN,NaN,NaN
roxanneagain,0.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sadbkx,NaN,NaN,NaN,NaN,0.0943,NaN,NaN,0.03499,NaN,0.2912,NaN,0.3053,0.8218,0.3714,NaN,NaN,41.8268,NaN,0.3005,NaN,NaN,0.5604,0.0053,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sangampaudel530,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sano2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sboraioandavid,4.270,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sbsstudio,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3157,0.45129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sealionnn,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.3264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shahporanpriyom,NaN,0.64807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shes1r,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0000,0.1514,1.0000,NaN,12.7658,NaN
sofianebouricha,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sponishflea,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4456,0.3162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
stoicamihneateodor,NaN,NaN,NaN,0.9058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
svo1488zov,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
swanschleret,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3821,0.42292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
syllly,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4239,0.42629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
tamerlanomralinov,NaN,NaN,NaN,NaN,NaN,NaN,0.84774,NaN,0.11125,0.4136,0.81740,0.2960,NaN,0.4857,NaN,NaN,NaN,NaN,0.9365,0.3456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
tanzenee,0.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
techvio,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4976,NaN,NaN,NaN,NaN
teodorhavriliuc,31.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
theodoresarras,5.726,NaN,NaN,NaN,NaN,NaN,0.87525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
thomasety,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1863,NaN,0.40697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
thomasg22202020,1.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1774,0.60113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
thomaspignol,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.52674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
thoott,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8971,NaN,0.43217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
timmor,0.336,0.73221,0.988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
tomaszzmuda,0.220,0.21353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
tomatoet,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
trisanudas,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,368.22676,14.9136,0.0953,NaN,NaN,NaN,0.6559,NaN,0.789,NaN,NaN,NaN,NaN,NaN,NaN
tsengeg,0.138,0.37142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
valeriuarbore,10.460,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
velislav76,21.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
waiwxtreme,59.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
yanislou,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5810,NaN,NaN,NaN,NaN,NaN,NaN,NaN
yaseenhossam2012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075,NaN,NaN,NaN
yassinrap,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0874,NaN,NaN,NaN,NaN
yntykbay,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5661,0.1628,NaN,NaN,NaN,NaN,NaN,NaN,NaN
yuxuanlow013,NaN,NaN,NaN,0.9498,NaN,NaN,1.00000,0.00670,0.90340,NaN,0.74915,0.2386,0.7586,0.5714,0.1740,NaN,NaN,NaN,0.9885,0.3558,0.56169,0.8156,0.6785,0.729,0.9134,NaN,NaN,NaN,NaN,NaN
zanekumar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.5833,NaN
zaouiyassine,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5155,NaN,NaN,NaN,NaN,NaN,NaN,NaN
zenbcnothappening,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9690,NaN,0.59500,NaN,NaN,NaN,0.9087,0.5619,NaN,NaN,NaN,NaN
zobayerabdullah,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0980,NaN,NaN,NaN,NaN
zoli800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9650,NaN,NaN,NaN,0.6994,NaN,NaN,NaN,NaN
